,person,pathway,animal,car,phone,sport,intelligent
296,1.9100239,0.17460373,1.6087971,0.7368429,0.090178065,1.3108397,0.5780223
297,-2.1714385,-0.42765456,-1.0076563,1.5621496,-1.1378858,0.81628984,-0.6595381
298,0.057951245,-0.17128494,0.65446293,1.8116713,0.8654747,-0.040111944,-0.7938515
299,2.0664825,0.36717278,1.3882161,-0.15076485,-0.073406056,0.09247177,0.07152547
300,-0.25754973,0.19713022,1.7532467,0.1237108,-0.18054391,-0.30713856,1.1823616
301,-0.31307405,-0.109989986,-0.36122498,-0.39115193,0.6966523,0.06443843,-0.6597501
302,0.8051036,0.7241642,0.98360026,0.861384,-0.4553375,0.17576368,0.41020638
303,1.1819788,0.008162117,1.6877232,-1.2031493,1.0093328,0.024734626,1.2881
304,0.3774022,0.08889179,-1.4018052,0.098343864,0.2855639,-0.5713234,-0.32987046
305,0.5300138,-0.7572916,-0.04871656,-0.14105476,-1.4416629,0.09236705,0.100391775
306,0.71188116,0.35020936,1.4817399,-0.8973007,-0.7496806,-0.17969963,1.0384632
307,2.284189,0.16318442,2.5477285,-1.9566966,-0.8848722,1.1397022,0.9623764
308,2.4455783,0.1805638,0.16089305,2.0936658,0.9841516,-1.0949987,-0.27677572
309,0.93588287,-0.25698146,-0.8907378,-1.2736588,-0.44653773,-1.0172572,0.96737254
310,-0.06136878,0.06250821,-0.95337677,1.7899648,1.4606047,-0.7230967,-1.2310851
311,-1.6615207,-0.44538742,-0.7875232,-3.0387785,0.0042631933,-2.3287327,0.114790566
312,1.4190292,0.5866913,0.837156,0.49439642,-0.5123401,-0.58882517,-0.104716495
313,0.62297934,0.30556566,0.7334909,0.15777548,0.45369074,0.0539702,-0.13082246
314,-0.76677775,-0.40699577,-0.11304155,0.7199738,-0.07487843,1.7483697,-0.9841347
315,0.87815124,0.0790669,1.018274,-0.6326455,-0.16701451,-1.8385943,-0.23117091
316,-1.2447441,0.17691122,0.5226755,2.231707,0.041296117,0.97473437,-0.7295972
317,0.68035513,-0.5890198,-1.3917258,-1.4180511,0.049208213,-1.0530965,-0.11942783
318,0.6285293,0.22761954,0.6772702,2.7670276,0.7412386,1.5298182,0.016791202
319,-0.38449097,0.098788925,-0.7037544,-0.42359126,-0.34118527,0.62983197,-1.1910934
320,-1.4364502,-0.45005867,-0.4209235,-0.84016395,-0.10051027,-0.77362186,-1.0098711
321,0.36890554,-0.03648388,-0.37828776,1.2250046,-0.5889853,0.08222135,-0.823779
322,-1.2924513,0.14764193,-0.33868566,-1.2562277,0.8709547,-0.5574009,-0.61953413
323,1.5410235,-0.6541461,-1.1268339,-0.82900983,-1.0566499,-0.5383875,-0.26821366
324,-0.29522407,-0.21917205,-1.5611535,0.21902512,-0.15281881,-0.6129673,0.022364514
325,-0.74555016,0.023247218,-0.64111376,0.37531835,1.3543955,0.68208843,-1.8306773
326,1.8328646,0.04630343,0.65611047,-1.288746,-0.0665798,-2.1773431,-0.21605924
327,-1.0334498,-0.7026954,0.23719223,-0.321505,1.3009824,-1.1572407,-0.36483803
328,-1.1122116,-0.13129282,0.5552716,0.58885944,-0.7562352,0.985644,-0.3208345
329,2.1034634,-0.5414375,0.16269396,-0.8913094,0.81368035,-0.26502693,0.47235128
330,1.0262318,0.26752156,-0.14273445,-1.9597749,-0.6250835,-0.5219917,-0.107380345
331,0.63566434,-0.012330414,-0.3061687,1.4371226,0.39287078,0.47416312,0.3628017
332,-0.4279271,-0.12412124,-1.1045898,-0.6820352,-0.440979,0.18192527,-0.15568767
333,-0.7092553,-0.45605868,-0.24865891,-0.051804356,-0.19915976,-1.0018741,-0.1325489
334,-1.3879465,-0.9207289,-0.42037597,-2.4877524,-0.7269503,-0.3513477,-0.07921264
335,1.2048897,-0.33779684,-0.58563375,1.3142314,0.5743244,-0.60262644,-1.374354
336,-1.0656248,0.5467763,0.9418662,-0.37356615,-0.029080436,0.22611338,0.5736303
337,-0.028710816,-0.14603215,0.15347984,-0.7792728,-0.2512236,0.16050096,-0.64222884
338,0.05063081,-0.31658146,-1.3158146,-0.11222342,-0.5849124,-1.4358693,-0.12142036
339,0.5429719,-0.47243425,-1.4661283,-0.28402564,-0.14780967,-1.0740883,0.09403282
340,-1.7802484,0.13748403,0.9000905,-0.75680697,-0.67498255,0.35204068,1.1079307
341,0.838297,0.24999253,-1.391739,0.12438577,0.16300038,0.15079913,-0.3371842
342,-2.2711012,-0.23194802,-2.1860626,1.5455948,0.4971747,0.55426216,-0.4244052
343,0.3752743,-0.7416122,-0.050520837,-1.0247703,-1.1110405,0.3977509,-0.7480968
344,1.1875716,-0.41619846,-0.12743244,-0.25880197,-0.7154926,-0.18725663,0.7627384
345,0.22200572,-0.28442237,0.08481778,0.07248274,-0.0794445,0.18777138,-0.88035995
346,-0.048289813,0.672617,-0.54572046,-1.8647624,-0.18373977,-2.1373632,-0.5477325
347,1.3487177,0.5155351,0.31521562,-0.41196927,0.11914343,-1.0217417,0.68919754
348,-1.1930785,-0.45266956,-1.1697212,-1.291072,-0.5321888,-0.72257096,-0.7335709
349,-0.43004707,0.08873934,1.3414196,-2.0498416,-0.5959435,0.018739348,1.4621446
350,-1.2960399,-0.044418115,1.1127667,-0.7827766,-0.14460598,-0.11370059,-1.0448616
351,1.1642601,-0.122419484,0.1611084,0.07047299,0.1231584,-0.66897,-1.1271626
352,-0.45384017,0.14178246,0.011317534,2.0100873,0.8903732,-1.0997869,-0.17234918
353,-2.0191307,-0.21988893,-1.946512,0.97522146,0.7469604,-0.7526374,-1.4628184
354,0.42944106,0.08975677,1.1345937,0.5734836,-0.10030475,0.58664906,-0.09424979
355,-3.2864327,-0.21776375,0.27426648,-1.0102171,-0.46619022,-0.11920099,-0.27107957
356,-1.7448066,-0.538727,-0.6143645,-0.5511272,-1.1769725,-0.18604702,-0.0866798
357,-0.86636525,-0.28689548,-0.42770794,-0.60095024,-0.50316125,1.3541313,-0.37210646
358,1.3792588,0.30074742,0.91791654,1.1505688,-0.19524467,0.9575275,0.45003656
359,-1.7767227,-0.06898096,-2.364707,0.35315162,0.13042134,0.70424944,-1.4655632
360,-0.2909808,0.40537268,-1.1274036,1.4178349,0.84162897,0.7012297,0.9526665
361,-0.5276299,-0.1697191,-0.39167398,-2.9581568,-0.70664626,-1.4165057,1.4474752
362,0.7955244,-0.49187484,-0.38847652,-0.11620232,0.30748397,-0.06649209,0.71224976
363,0.8417095,0.39877537,-0.6097992,-0.366667,-1.1039563,-1.5231732,-0.5922203
364,-1.0872953,0.5337565,-1.5938885,0.8552856,0.79971284,-0.35490674,-1.0694488
365,-0.5207853,0.5321044,0.0914617,-1.4463742,0.24270463,-0.40392378,-1.2796111
366,2.1112378,0.36569077,0.96021056,-0.92038137,-0.16263226,-1.1671753,0.28156233
367,1.4740462,-0.13844725,0.49171987,0.5263032,0.6084824,-0.84012485,0.39264876
368,-0.61903274,-0.03884701,-0.9855799,1.1055998,-0.5928626,0.53336775,-0.90104145
369,-0.03646441,-0.14293736,0.72004676,1.9710743,0.8061957,0.5107272,0.020420782
370,-0.4816998,-0.13870136,0.0062640854,0.33284044,0.037391704,0.116744995,0.9596687
371,1.6376779,-0.113001354,0.5156736,0.7376877,1.1719698,0.57900596,0.5136359
372,-1.1661317,0.07230042,0.49353257,0.23698087,0.77159655,1.0777656,-0.059166268
373,0.84676486,-0.00050481554,-0.09645925,-0.09022987,0.3667457,-0.49183556,-2.038086
374,-0.3510022,0.009411648,0.25177515,0.4093201,0.65631557,0.10471385,0.22147873
375,-1.484595,0.3499984,-0.3802101,1.2058766,0.17036946,0.65731955,-0.14189725
376,-0.1191091,-0.024923736,0.7873097,0.45403755,-0.022578895,0.51484597,0.54300785
377,-1.2879739,-0.002076811,0.46437576,-0.59703565,-0.35977426,-0.38067168,-0.9593881
378,1.4955186,-0.710795,0.04724658,0.31050548,1.7498127,-0.43352938,0.79436046
379,-0.7020439,-0.48319012,0.7341307,-2.2643812,-0.8651336,-0.78753424,1.2383744
380,0.5814639,0.096166134,1.1486521,0.73578674,0.56862235,1.5954778,0.8630577
381,-0.044447105,0.1337858,-0.17737181,-1.5784023,-0.39857844,0.02405501,0.7172387
382,1.4165852,-0.21081397,-0.7870113,1.392866,0.49425027,0.55778015,-0.28355426
383,-0.72280777,0.6870998,-0.38496193,0.6339256,-0.08336887,-0.45527294,-0.014230097
384,0.092787705,0.38861534,0.6008833,-0.079613194,0.30757323,-0.40752572,0.06444114
385,1.8869518,-0.22036844,-1.8044115,0.8817454,0.09878567,0.14703165,0.31448102
386,-0.78288054,0.2581864,-0.48585412,-1.0840702,0.88361347,0.49067718,-0.09600537
387,1.7594433,0.46487236,-0.8015995,0.62096155,0.46562758,-0.31612992,-0.53044045
388,1.1839285,0.24233036,-0.4595021,1.7918779,0.19572595,2.659932,-0.18931231
389,0.56242245,-0.4142788,-0.18306276,0.36249194,0.052360963,0.0154206,-0.42244574
390,-0.7947097,-0.33582407,-0.36910743,-0.49929923,0.7575991,-0.5677259,0.54547614
391,1.1208757,1.1490449,-0.1583809,1.8037367,0.6979509,0.9427894,-0.7235893
392,-0.52072394,-0.9762966,-0.3880406,0.7800255,0.6407461,-0.49912742,2.5451984
393,2.4284809,0.45256042,0.41892323,-1.073612,-0.44324893,-1.8454642,0.820295
394,2.1552231,0.36143404,0.61324066,0.9462727,0.36443776,1.6894464,-0.2817346
395,1.7131027,-0.5026147,0.8120938,-1.0931133,-0.87185025,0.6521347,0.90744805
396,-0.47336105,-0.021021536,-0.38010263,-1.5974586,-0.16082029,-1.4730948,-0.7433907
397,-1.628199,-0.7433959,-0.41235083,0.69804054,0.3254295,-1.1062759,-0.1348103
398,1.2976097,0.19968872,0.69085246,-1.4480041,-1.1070924,0.42061642,0.0076881703
399,0.16059399,0.001963917,-0.5357972,-0.7509983,0.19217725,0.11578636,1.0727235
